Unnamed: 0,Student ID,Well versed with the subject,Explains concepts in an understandable way,Use of presentations,Degree of difficulty of assignments,Solves doubts willingly,Structuring of the course,Provides support for students going above and beyond,Course recommendation based on relevance,Department,Course,Instructor,Semester,Academic Year,Gender,Attendance (%),Study Hours,GPA,Overall Satisfaction,Satisfaction Label,Student Feedback,Feedback Length,Character Count,Word Count,Clean Feedback,Sentiment
671,423,7,9,5,10,10,7,7,3,Cyber Security,Operating Systems,Prof. Linda Wanjiru,2023 Semester 2,Year 3,Female,77,9,2.17,7.25,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9,63,9,teaching satisfactory although pace sometimes fast,Neutral
172,787,10,10,5,10,1,9,3,8,Information Technology,Operating Systems,Dr. Sarah Johnson,2024 Semester 2,Year 2,Female,93,21,3.3,7.0,Neutral,The course was generally good but some topics needed more explanation.,11,70,11,course generally good topic needed explanation,Positive
828,558,7,9,5,5,9,7,3,5,Computer Science,Data Mining,Dr. Sarah Johnson,2025 Semester 1,Year 4,Male,78,24,3.31,6.25,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9,63,9,teaching satisfactory although pace sometimes fast,Neutral
814,745,5,9,5,10,8,2,9,1,Cyber Security,Computer Networks,Prof. Michael Kimani,2025 Semester 1,Year 4,Male,74,6,3.91,6.12,Neutral,The course was generally good but some topics needed more explanation.,11,70,11,course generally good topic needed explanation,Positive
148,605,6,4,4,4,7,5,5,2,Software Engineering,Cloud Computing,Prof. Michael Kimani,2024 Semester 1,Year 2,Male,52,14,2.01,4.62,Unsatisfied,I would not recommend this course without improvements.,8,55,8,would recommend course without improvement,Neutral
79,988,7,4,6,7,6,9,7,1,Information Technology,Operating Systems,Dr. Sarah Johnson,2023 Semester 2,Year 2,Female,83,24,2.5,5.88,Unsatisfied,The presentations were difficult to follow.,6,43,6,presentation difficult follow,Negative
885,857,9,8,6,5,7,8,1,9,Cyber Security,Machine Learning,Prof. Michael Kimani,2023 Semester 2,Year 3,Male,91,13,3.86,6.62,Neutral,Assignments were manageable but could include more practical work.,9,66,9,assignment manageable could include practical work,Positive
212,337,10,7,6,8,9,5,1,1,Cyber Security,Data Mining,Dr. Grace Njeri,2025 Semester 1,Year 2,Female,70,11,3.86,5.88,Unsatisfied,Feedback on assessments was delayed.,5,36,5,feedback assessment delayed,Neutral
202,946,5,5,5,6,1,3,10,5,Cyber Security,Operating Systems,Prof. Linda Wanjiru,2023 Semester 2,Year 2,Female,81,12,3.44,5.0,Unsatisfied,There were too few opportunities to ask questions.,8,50,8,opportunity ask question,Neutral
763,563,7,4,8,8,7,3,3,10,Information Technology,Computer Networks,Prof. Linda Wanjiru,2024 Semester 1,Year 2,Female,78,19,3.53,6.25,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9,63,9,teaching satisfactory although pace sometimes fast,Neutral
228,938,10,10,6,5,2,9,9,9,Information Technology,Cloud Computing,Dr. Sarah Johnson,2024 Semester 2,Year 3,Female,51,19,2.18,7.5,Neutral,Overall the learning experience was acceptable.,6,47,6,overall learning experience acceptable,Neutral
675,601,8,9,4,5,4,3,1,10,Data Science,Data Mining,Dr. James Mwangi,2023 Semester 2,Year 2,Male,84,21,3.03,5.5,Unsatisfied,The presentations were difficult to follow.,6,43,6,presentation difficult follow,Negative
226,220,10,5,8,7,9,7,2,7,Software Engineering,Database Systems,Dr. Sarah Johnson,2025 Semester 1,Year 4,Female,72,19,2.46,6.88,Neutral,Overall the learning experience was acceptable.,6,47,6,overall learning experience acceptable,Neutral
658,269,9,10,6,10,10,1,9,10,Computer Science,Cloud Computing,Prof. Michael Kimani,2024 Semester 2,Year 3,Female,83,24,2.36,8.12,Satisfied,The course was well organized and engaging.,7,43,7,course well organized engaging,Positive
531,41,5,3,5,9,3,1,8,8,Cyber Security,Machine Learning,Dr. James Mwangi,2024 Semester 2,Year 3,Male,83,13,3.62,5.25,Unsatisfied,Course organization could be significantly improved.,6,52,6,course organization could significantly improved,Positive
440,345,8,2,8,9,10,10,9,5,Data Science,Operating Systems,Prof. Michael Kimani,2024 Semester 1,Year 4,Female,72,14,2.27,7.62,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9,63,9,teaching satisfactory although pace sometimes fast,Neutral
401,656,6,2,7,2,5,6,9,9,Computer Science,Computer Networks,Dr. Grace Njeri,2025 Semester 1,Year 4,Female,58,24,2.94,5.75,Unsatisfied,More practical examples are needed during lectures.,7,51,7,practical example needed lecture,Positive
46,258,7,2,7,2,7,2,6,10,Data Science,Database Systems,Prof. Michael Kimani,2023 Semester 2,Year 4,Female,97,18,3.88,5.38,Unsatisfied,The presentations were difficult to follow.,6,43,6,presentation difficult follow,Negative
232,167,7,7,5,8,6,9,9,8,Information Technology,Computer Networks,Dr. Grace Njeri,2025 Semester 1,Year 2,Male,94,12,2.37,7.38,Neutral,Overall the learning experience was acceptable.,6,47,6,overall learning experience acceptable,Neutral
304,604,10,9,8,9,4,8,7,9,Cyber Security,Database Systems,Dr. Grace Njeri,2024 Semester 2,Year 4,Female,82,4,3.96,8.0,Satisfied,The labs complemented the lectures very well.,7,45,7,lab complemented lecture well,Neutral
525,893,10,6,8,1,1,10,1,3,Computer Science,Data Mining,Prof. Michael Kimani,2025 Semester 1,Year 2,Female,48,10,3.99,5.0,Unsatisfied,Feedback on assessments was delayed.,5,36,5,feedback assessment delayed,Neutral
142,485,8,4,7,1,4,7,1,4,Computer Science,Database Systems,Prof. Michael Kimani,2023 Semester 2,Year 3,Male,86,17,3.11,4.5,Unsatisfied,The lecturer moved too quickly through difficult topics.,8,56,8,lecturer moved quickly difficult topic,Neutral
414,53,5,8,5,1,10,8,5,7,Computer Science,Machine Learning,Dr. Grace Njeri,2023 Semester 2,Year 3,Male,62,4,2.34,6.12,Neutral,Overall the learning experience was acceptable.,6,47,6,overall learning experience acceptable,Neutral
512,343,8,4,7,1,10,8,2,6,Computer Science,Machine Learning,Dr. James Mwangi,2024 Semester 1,Year 4,Female,88,12,2.63,5.75,Unsatisfied,The presentations were difficult to follow.,6,43,6,presentation difficult follow,Negative
372,710,7,2,6,5,7,7,6,10,Computer Science,Artificial Intelligence,Dr. Grace Njeri,2023 Semester 2,Year 2,Female,92,13,2.85,6.25,Neutral,Overall the learning experience was acceptable.,6,47,6,overall learning experience acceptable,Neutral
565,679,10,6,4,5,10,9,6,7,Data Science,Machine Learning,Prof. Linda Wanjiru,2023 Semester 2,Year 4,Male,69,4,2.62,7.12,Neutral,The course was generally good but some topics needed more explanation.,11,70,11,course generally good topic needed explanation,Positive
885,857,9,8,6,5,7,8,1,9,Cyber Security,Cloud Computing,Dr. Grace Njeri,2025 Semester 1,Year 4,Female,51,10,2.56,6.62,Neutral,The presentations were useful but could be more interactive.,9,60,9,presentation useful could interactive,Positive
258,536,10,10,4,7,8,7,6,2,Information Technology,Database Systems,Dr. James Mwangi,2025 Semester 1,Year 2,Male,82,3,3.94,6.75,Neutral,The course was generally good but some topics needed more explanation.,11,70,11,course generally good topic needed explanation,Positive
655,234,7,2,4,5,1,8,7,2,Information Technology,Machine Learning,Prof. Linda Wanjiru,2024 Semester 2,Year 4,Female,72,15,2.31,4.5,Unsatisfied,The presentations were difficult to follow.,6,43,6,presentation difficult follow,Negative
470,753,5,10,8,7,5,10,9,7,Information Technology,Data Mining,Dr. Sarah Johnson,2024 Semester 1,Year 3,Male,49,2,3.47,7.62,Neutral,Overall the learning experience was acceptable.,6,47,6,overall learning experience acceptable,Neutral
952,302,8,4,6,7,1,4,1,8,Information Technology,Computer Networks,Dr. Sarah Johnson,2025 Semester 1,Year 4,Female,47,17,2.0,4.88,Unsatisfied,Course organization could be significantly improved.,6,52,6,course organization could significantly improved,Positive
970,519,8,7,7,6,10,10,4,3,Data Science,Computer Networks,Dr. James Mwangi,2023 Semester 2,Year 2,Male,88,6,3.19,6.88,Neutral,Assignments were manageable but could include more practical work.,9,66,9,assignment manageable could include practical work,Positive
11,702,8,4,7,1,2,1,8,8,Software Engineering,Artificial Intelligence,Dr. Grace Njeri,2024 Semester 2,Year 2,Male,75,8,3.83,4.88,Unsatisfied,Assignments were confusing and lacked clear instructions.,7,57,7,assignment confusing lacked clear instruction,Neutral
329,720,6,6,6,9,10,4,6,7,Cyber Security,Computer Networks,Prof. Michael Kimani,2025 Semester 1,Year 3,Male,91,3,2.58,6.75,Neutral,Overall the learning experience was acceptable.,6,47,6,overall learning experience acceptable,Neutral
735,247,6,9,6,5,2,2,3,7,Computer Science,Database Systems,Dr. James Mwangi,2024 Semester 1,Year 2,Male,86,18,2.37,5.0,Unsatisfied,The lecturer moved too quickly through difficult topics.,8,56,8,lecturer moved quickly difficult topic,Neutral
783,379,7,5,6,2,9,7,3,10,Software Engineering,Artificial Intelligence,Prof. Linda Wanjiru,2024 Semester 1,Year 2,Male,64,22,3.3,6.12,Neutral,Overall the learning experience was acceptable.,6,47,6,overall learning experience acceptable,Neutral
967,844,8,6,4,1,1,8,10,9,Information Technology,Database Systems,Prof. Linda Wanjiru,2024 Semester 2,Year 3,Female,63,1,3.43,5.88,Unsatisfied,Assignments were confusing and lacked clear instructions.,7,57,7,assignment confusing lacked clear instruction,Neutral
357,943,8,9,7,10,6,7,7,6,Software Engineering,Data Mining,Dr. Sarah Johnson,2024 Semester 2,Year 4,Female,92,16,3.38,7.5,Neutral,The presentations were useful but could be more interactive.,9,60,9,presentation useful could interactive,Positive
971,531,9,8,7,6,3,8,3,7,Cyber Security,Artificial Intelligence,Prof. Linda Wanjiru,2024 Semester 2,Year 3,Male,55,7,2.64,6.38,Neutral,Overall the learning experience was acceptable.,6,47,6,overall learning experience acceptable,Neutral
407,44,8,9,5,3,6,9,4,9,Computer Science,Operating Systems,Dr. James Mwangi,2024 Semester 2,Year 4,Female,84,3,2.5,6.62,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9,63,9,teaching satisfactory although pace sometimes fast,Neutral
667,573,5,5,5,8,8,9,8,2,Computer Science,Cloud Computing,Prof. Linda Wanjiru,2024 Semester 2,Year 3,Female,47,23,3.91,6.25,Neutral,Assignments were manageable but could include more practical work.,9,66,9,assignment manageable could include practical work,Positive
372,710,7,2,6,5,7,7,6,10,Cyber Security,Cloud Computing,Dr. James Mwangi,2023 Semester 2,Year 4,Female,67,4,3.85,6.25,Neutral,Overall the learning experience was acceptable.,6,47,6,overall learning experience acceptable,Neutral
7,961,9,8,7,4,4,3,3,10,Cyber Security,Database Systems,Prof. Michael Kimani,2023 Semester 2,Year 3,Female,51,9,2.91,6.0,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9,63,9,teaching satisfactory although pace sometimes fast,Neutral
121,481,9,10,8,9,1,3,1,9,Information Technology,Computer Networks,Dr. Sarah Johnson,2025 Semester 1,Year 4,Female,67,5,3.69,6.25,Neutral,Overall the learning experience was acceptable.,6,47,6,overall learning experience acceptable,Neutral
347,830,9,7,7,10,7,8,6,4,Computer Science,Operating Systems,Prof. Linda Wanjiru,2024 Semester 1,Year 3,Female,51,19,2.9,7.25,Neutral,The presentations were useful but could be more interactive.,9,60,9,presentation useful could interactive,Positive
675,601,8,9,4,5,4,3,1,10,Software Engineering,Artificial Intelligence,Dr. James Mwangi,2023 Semester 2,Year 4,Male,90,15,2.85,5.5,Unsatisfied,There were too few opportunities to ask questions.,8,50,8,opportunity ask question,Neutral
89,981,7,6,7,5,4,6,8,3,Data Science,Operating Systems,Dr. Grace Njeri,2023 Semester 2,Year 3,Female,78,8,2.31,5.75,Unsatisfied,The lecturer moved too quickly through difficult topics.,8,56,8,lecturer moved quickly difficult topic,Neutral
647,42,8,2,4,6,6,7,3,1,Data Science,Operating Systems,Dr. Sarah Johnson,2023 Semester 2,Year 2,Female,86,6,2.85,4.62,Unsatisfied,Feedback on assessments was delayed.,5,36,5,feedback assessment delayed,Neutral
697,690,5,10,8,4,2,7,9,6,Cyber Security,Computer Networks,Prof. Michael Kimani,2025 Semester 1,Year 4,Female,63,18,3.07,6.38,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9,63,9,teaching satisfactory although pace sometimes fast,Neutral
315,565,10,9,7,10,4,8,5,4,Information Technology,Artificial Intelligence,Dr. James Mwangi,2024 Semester 2,Year 3,Male,53,19,2.05,7.12,Neutral,Assignments were manageable but could include more practical work.,9,66,9,assignment manageable could include practical work,Positive
177,362,7,9,6,7,4,8,1,2,Data Science,Data Mining,Prof. Michael Kimani,2025 Semester 1,Year 4,Female,92,24,2.89,5.5,Unsatisfied,Feedback on assessments was delayed.,5,36,5,feedback assessment delayed,Neutral
539,31,5,4,5,9,9,2,4,1,Computer Science,Computer Networks,Prof. Michael Kimani,2024 Semester 1,Year 4,Female,95,15,3.56,4.88,Unsatisfied,Feedback on assessments was delayed.,5,36,5,feedback assessment delayed,Neutral
731,791,5,9,4,4,1,4,10,9,Cyber Security,Operating Systems,Prof. Linda Wanjiru,2024 Semester 1,Year 3,Female,62,7,3.36,5.75,Unsatisfied,The presentations were difficult to follow.,6,43,6,presentation difficult follow,Negative
868,507,9,2,6,2,7,9,7,9,Software Engineering,Operating Systems,Prof. Linda Wanjiru,2024 Semester 1,Year 4,Male,85,10,3.27,6.38,Neutral,Assignments were manageable but could include more practical work.,9,66,9,assignment manageable could include practical work,Positive
40,35,10,6,4,5,6,2,3,1,Cyber Security,Data Mining,Dr. James Mwangi,2024 Semester 1,Year 3,Female,92,6,3.82,4.62,Unsatisfied,Feedback on assessments was delayed.,5,36,5,feedback assessment delayed,Neutral
739,399,10,6,4,8,6,5,10,4,Software Engineering,Operating Systems,Dr. Grace Njeri,2023 Semester 2,Year 2,Male,89,14,2.04,6.62,Neutral,The presentations were useful but could be more interactive.,9,60,9,presentation useful could interactive,Positive
703,243,9,8,8,8,4,10,8,9,Cyber Security,Operating Systems,Dr. James Mwangi,2023 Semester 2,Year 4,Female,86,17,3.11,8.0,Satisfied,The instructor encouraged participation and answered questions thoroughly.,8,74,8,instructor encouraged participation answered question thoroughly,Neutral
922,813,8,10,5,8,4,7,5,2,Cyber Security,Operating Systems,Dr. Grace Njeri,2025 Semester 1,Year 2,Male,69,9,3.57,6.12,Neutral,Overall the learning experience was acceptable.,6,47,6,overall learning experience acceptable,Neutral
501,405,10,2,5,5,5,1,4,6,Cyber Security,Cloud Computing,Prof. Michael Kimani,2024 Semester 2,Year 4,Male,96,19,3.08,4.75,Unsatisfied,Feedback on assessments was delayed.,5,36,5,feedback assessment delayed,Neutral
958,435,9,9,7,4,1,1,7,5,Software Engineering,Computer Networks,Dr. Sarah Johnson,2024 Semester 1,Year 4,Male,58,5,2.65,5.38,Unsatisfied,Assignments were confusing and lacked clear instructions.,7,57,7,assignment confusing lacked clear instruction,Neutral
144,907,10,4,7,6,1,2,5,1,Software Engineering,Machine Learning,Dr. James Mwangi,2025 Semester 1,Year 4,Female,88,23,2.27,4.5,Unsatisfied,Assignments were confusing and lacked clear instructions.,7,57,7,assignment confusing lacked clear instruction,Neutral
200,484,9,6,8,10,3,2,8,4,Cyber Security,Computer Networks,Dr. James Mwangi,2023 Semester 2,Year 3,Male,69,7,3.78,6.25,Neutral,The course was generally good but some topics needed more explanation.,11,70,11,course generally good topic needed explanation,Positive
928,847,7,10,5,7,1,9,10,4,Data Science,Data Mining,Dr. Grace Njeri,2023 Semester 2,Year 2,Male,63,19,2.94,6.62,Neutral,Assignments were manageable but could include more practical work.,9,66,9,assignment manageable could include practical work,Positive
723,549,5,3,7,6,8,8,5,5,Information Technology,Operating Systems,Prof. Michael Kimani,2024 Semester 2,Year 4,Male,83,20,3.76,5.88,Unsatisfied,More practical examples are needed during lectures.,7,51,7,practical example needed lecture,Positive
460,877,8,9,4,5,10,10,10,2,Information Technology,Computer Networks,Prof. Michael Kimani,2024 Semester 2,Year 3,Male,99,7,3.17,7.25,Neutral,Assignments were manageable but could include more practical work.,9,66,9,assignment manageable could include practical work,Positive
731,791,5,9,4,4,1,4,10,9,Information Technology,Cloud Computing,Dr. Grace Njeri,2024 Semester 2,Year 4,Female,59,24,3.35,5.75,Unsatisfied,More practical examples are needed during lectures.,7,51,7,practical example needed lecture,Positive
751,348,7,9,5,6,5,5,8,6,Software Engineering,Data Mining,Prof. Michael Kimani,2025 Semester 1,Year 3,Female,60,2,3.61,6.38,Neutral,Assignments were manageable but could include more practical work.,9,66,9,assignment manageable could include practical work,Positive
924,649,9,2,6,10,4,9,4,2,Software Engineering,Database Systems,Prof. Linda Wanjiru,2023 Semester 2,Year 4,Female,71,23,3.32,5.75,Unsatisfied,Assignments were confusing and lacked clear instructions.,7,57,7,assignment confusing lacked clear instruction,Neutral
908,139,8,3,4,10,6,1,1,5,Data Science,Computer Networks,Dr. Sarah Johnson,2023 Semester 2,Year 2,Female,84,16,2.8,4.75,Unsatisfied,I would not recommend this course without improvements.,8,55,8,would recommend course without improvement,Neutral
557,796,7,9,6,2,7,7,6,8,Information Technology,Database Systems,Dr. James Mwangi,2024 Semester 2,Year 2,Male,54,13,3.03,6.5,Neutral,Assignments were manageable but could include more practical work.,9,66,9,assignment manageable could include practical work,Positive
